$三一重工(SH600031)$12块再来，大家提前撤出来，把根留住,03-14
今天不开董事会  主力继续出货,03-14
这只破股，知道我想的等上来些就割肉吗,03-14
$三一重工(SH600031)$35的本，需要等几年有希望回,03-14
老子只想抄个底，你想抄老子家24本遥遥无期,03-14
$三一重工(SH600031)$31的本，何时能回归？,03-14
三一跌到8到9元才有可能企稳，前几年涨太多了，正常回落。,03-14
一一重工,03-14
你是真牛皮啊,03-14
$三一重工(SH600031)$我只想抄个底，你是想把我家抄了啊，24的本遥遥无,03-14
不要听，还得跌,03-14
马上再下一个台阶,03-14
$三一重工(SH600031)$建筑工程类都开始长了。,03-14
毫无疑问，今天将高开高走，并且不追涨就吃不到这波涨幅了，话就说到这里了，各位自重,03-14
上去吧别装了，，30等你,03-14
$三一重工(SH600031)$早死早超生，真的看不到什么希望，早割换股早盈利,03-14
$三一重工(SH600031)$要起飞了抄底抄底,03-14
$三一重工(SH600031)$等到7元再来看看,03-14
稳根,03-14
$三一重工(SH600031)$再补一点[哭],03-14
$三一重工(SH600031)$星期五涨了这么多，该回调了。,03-14
一个个抄底，一个个死在抄底的路上。,03-14
稳增长政策促使工程房产上涨，工程机械没有理由不涨,03-14
可以超低了不,03-14
招商证券无法交易什么情况,03-14
$三一重工(SH600031)$天地会总舵主非三一不可,03-14
$三一重工(SH600031)$散户朋友们，过来接盘啦,03-14
港仔暴跌，各位 注意安全啊，可别炒低没搞到全军XX了。,03-14
三一国际地天板,03-14
18.7本,03-14
你好，一七重工！[上涨],03-14
拿住朋友们，稳啦,03-14
那些等着17抄底的，没兴趣了吗[大笑],03-14
各位莫慌，等我筹集到2000亿我就把三一买下，目前已筹集到-10万，还欠2000,03-14
$三一重工(SH600031)$不知道能不能回本。[大哭],03-14
反弹终结，下跌中继，向10元寻底，快逃吧！！,03-14
$三一重工(SH600031)$能到1837吧[捂脸],03-14
$三一重工(SH600031)$大盘一调整又没什么希望了，涨点就走吧,03-14
$三一重工(SH600031)$今天会红不怕,03-14
绝不减仓，一年两年后再见,03-14
今天最高价18.24元,03-14
这个,03-14
$三一重工(SH600031)$，走了拜拜！再也不见！！,03-14
$三一重工(SH600031)$赔我300元,03-14
16.68卖了20000股，真的割到地板上了。,03-14
$三一重工(SH600031)$好,03-14
他来了他来了他向11走来了,03-14
$三一重工(SH600031)$今晚应该出利好吧？早上开盘下挫先让韭菜割肉离场，,03-14
$三一重工(SH600031)$感觉会有一波反弹……至于是后续会不会下行，现在判,03-14
